-0.003,-0.005,0.004,0.51,0.026
0.003,-0.009,-0.001,0.448,0.002
0.476,0.013,0.005,0.493,0.002
0.424,0.556,0.793,0.005,0.002
-0.014,0.496,0.823,0.004,-0.003
-0.004,0.461,0.72,0.009,-0.007
