longitude,latitude,Diameter:double,Color:integer,Note:string,User:string
79.4566,-12.43126,285.71851063563474,-65536,,
79.03039,-12.77183,424.50172377370865,-65536,,
79.05254,-12.55176,400.80583016044557,-65536,,
80.32227,-12.77693,276.96417138934834,-65536,,
80.53064,-12.96509,436.8566220508312,-65536,,
80.00091,-13.12702,1612.517784495656,-65536,,
79.24561,-12.91957,335.59841080318307,-65536,,
79.61328,-12.6708,611.7014450283582,-65536,,
79.62816,-12.64657,966.1931039879413,-65536,,
80.45929,-12.86971,451.2517822955885,-65536,,
79.66562,-13.52663,553.3421004809162,-65536,,
79.68567,-13.52773,509.7743864385432,-65536,,
79.72168,-13.55306,442.6134045502698,-65536,,
79.93412,-13.37346,618.3079932461332,-65536,,
79.89126,-13.43733,355.07667709579727,-65536,,
79.98551,-13.47796,1004.87097823536,-65536,,
80.14225,-12.40951,911.8099253918716,-65536,,
80.37251,-12.92704,716.5452162594125,-65536,,
80.11225,-12.78131,716.6474419618187,-65536,,
79.10514,-13.01691,435.21147176195484,-65536,,
80.4937,-13.15715,314.5711377288457,-65536,,
