"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[20288]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / TENDUREK","","39.2","39.2","44","44","SAE","","","s_07-57 [20288]","TEPHRITIC-PHONOLITE [20288]","","","","QUATERNARY [20288]","","","","","VOL","","","","","WR [20288] ","55.69","1.43","","17.54","","","4.97","7.41","3.9","0.97","0.21","","3.88","7.01","0.32","","","","","","","","","","","","","","","","0.5","","","","","","","","","","","","","","","3","","","","","","","","","","","","","2","","26","","","","7.8","0.8","6.3","115","22","","0.9","0.6","","95.3","504","52.5","393.5","36.9","4.4","","","","0","0","","3","0","","","2.1","964","54.5","110.6","12.47","47.1","8.69","2.74","8.58","1.47","8.23","1.77","5.37","0.85","5.47","0.78","8.1","1.5","1.2","","","","","0","0","0.4","16","0","12.2","4.3","","","","","","","","","","","","","","","","","","","","","","","","","1044989",
"[20288]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / TENDUREK","","39.2","39.2","44","44","SAE","","","s_08-119 [20288]","TEPHRITIC-PHONOLITE [20288]","","","","QUATERNARY [20288]","","","","","VOL","","","","","WR [20288] ","51.88","2.18","","17.05","","","","9.21","6.32","1.32","0.24","","3.15","6.64","0.5","","","","","","","","","","","","","","","","0.2","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","47","","","","12.2","0.5","4.7","101","20.8","","1.3","0","","80.7","669.2","59.2","380.4","37.3","2.9","","","","0","0.2","","3","0","","","2.7","616","55.5","113.8","13.84","55.6","10.09","2.96","9.72","1.66","9.58","2.04","5.78","0.87","5.81","0.87","6.9","1.9","1.2","","","","","0","0","0.2","9.8","0","10.4","4","","","","","","","","","","","","","","","","","","","","","","","","","1044994",
"[20288]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / TENDUREK","","39.2","39.2","44","44","SAE","","","s_09-TND-42 [20288]","TEPHRITIC-PHONOLITE [20288]","","","","QUATERNARY [20288]","","","","","VOL","","","","","WR [20288] ","51.72","2.19","","17.12","","","","9.2","6.2","1.29","0.25","","3.12","6.66","0.48","","","","","","","","","","","","","","","","0.5","","","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","55","","","","12.4","1.3","8.9","95","21.3","","1.1","0","","79.8","652.9","57.4","372.6","35.8","2.6","","","","0","0.1","","2","0","","","2.6","613","54.3","114.8","13.26","53","9.96","2.92","10.07","1.62","9.48","2.02","5.84","0.89","5.65","0.85","7","1.8","1.2","","","","","0","0","0.2","9.7","0","10.1","3.9","","","","","","","","","","","","","","","","","","","","","","","","","1044995",
"[20288]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / TENDUREK","","39.2","39.2","44","44","SAE","","","s_09-TND-43 [20288]","TEPHRITIC-PHONOLITE [20288]","","","","QUATERNARY [20288]","","","","","VOL","","","","","WR [20288] ","51.83","2.21","","17.21","","","","9.2","6.25","1.32","0.24","","3.19","6.6","0.48","","","","","","","","","","","","","","","","0.2","","","","","","","","","","","","","","","3","","","","","","","","","","","","","2","","54","","","","12.7","0.7","7.5","130","21.5","","1.5","0","","81.6","646.3","57.1","359.3","34.9","3.8","","","","0","0.2","","3","0","","","2.7","596","53.8","114.3","13.12","50.8","9.43","2.85","9.84","1.6","9.37","1.98","5.54","0.88","5.57","0.83","7.6","1.9","1","","","","","0.9","0","0.4","14.6","0","9.6","3.7","","","","","","","","","","","","","","","","","","","","","","","","","1044996",
"[20370]","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / WEST SIBERIAN BASIN","BAKHILOVSKAYA BOREHOLE BH-123","60","60","72","72","SAE","","","s_3372.8 [20370]","TEPHRITIC-PHONOLITE [20370]","","","","","","","","","VOL","","","","","WR [20370] ","53.54","0.56","","20.92","","0.92","3.32","","4.43","0.74","0.12","","7.09","2.8","0.09","","","","","0.17","","","","","","","","","","","5.5","","","","","","","","","","","","","","140","","","","","","","","","","","","","","2","","16","15","","","7","2","","","","","","","","160","715","60","230","58","","","","","","","","","","","","","1055","51.5","89.1","10.4","43.3","7.86","1.87","7.76","1.33","8.44","1.92","5.62","0.91","5.38","0.7","3.23","","","","","","","","","","22","","15.16","24.14","","0.5128045","","","0.70715","","","","","","","","","","","","","","","","","","","","1057430",
"[20370]","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / WEST SIBERIAN BASIN","BAKHILOVSKAYA BOREHOLE BH-123","60","60","72","72","SAE","","","s_3376.6 [20370]","TEPHRITIC-PHONOLITE [20370]","","","","","","","","","VOL","","","","","WR [20370] ","50.7","0.56","","19.59","","3.1","3.86","","5.2","1.24","0.18","","4.93","5.52","0.09","","","","","0.73","","","","","","","","","","","4.76","","","","","","","","","","","","","","82","","","","","","","","","","","","","","4","","40","50","","","7.1","16","","","","","","","","120","950","56","240","43","","","","","","","","","","","","","2250","59","106","10.8","44.4","7.94","2.37","7.98","1.29","8","1.73","5.21","0.86","5.03","0.66","3.56","","","","","","","","","","26","","14.77","19.63","","0.5125755","","","0.70564","","","","","","","","","","","","","","","","","","","","1057431",
"[20370]","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / WEST SIBERIAN BASIN","BAKHILOVSKAYA BOREHOLE BH-123","60","60","72","72","SAE","","","s_3377.4 [20370]","TEPHRITIC-PHONOLITE [20370]","","","","","","","","","VOL","","","","","WR [20370] ","49.94","0.61","","21.82","","2.15","4.94","","2.54","1.32","0.19","","6.27","4.58","0.1","","","","","0.59","","","","","","","","","","","5.66","","","","","","","","","","","","","","73","","","","","","","","","","","","","","2","","30","15","","","6.6","4","","","","","","","","195","790","59","255","57","","","","","","","","","","","","","1945","50.9","95.8","10.8","45.7","8.55","2.56","8.41","1.34","8.74","1.85","5.84","0.96","5.67","0.73","3.88","","","","","","","","","","29","","16.55","23.27","","0.5127788","","","0.70726","","","","","","","","","","","","","","","","","","","","1057432",
"[4868]","OCEAN ISLAND","SELVAGEN ISLANDS / SELVAGEN PEQUENA / PEQUENA","DIKE","30.3","30.3","-16.1681","-16.1681","SAE","","","s_SP-2 [4868]","TEPHRITIC-PHONOLITE [4868]","","","","","","","","","VOL","","","","","WR [4868] ","47.54","1.1","","19.44","","","","5.44","5.83","1.72","0.22","","4.49","6.7","0.25","4.86","","","","0.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152","32","","","9","18","","96","26","","","","","106","1096","32.2","465","112","","","","","","","","","","","","","1558","99.4","174","17.5","60.6","10","2.89","8.29","1.25","6.92","1.35","3.86","0.56","3.62","0.52","8.53","3.66","","","","","","","","","18.3","","16.4","4.74","0.512906","","","0.703188","","19.756","","15.611","","39.574","","","","","","","","","","","","","","","106432",
"[18825]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT / GÖLCÜK","","39.3614","39.3614","28.0107","28.0107","SAE","","","s_G1-88 [18825]","TEPHRITIC-PHONOLITE [18825]","","","","CENOZOIC [18825]","","","","","VOL","","","","","WR [18825] ","54.1","0.68","","17.09","","","","5","6.62","3.06","0.1","","5.75","3.67","0.63","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","5","","","","","","","","","","","","","11","","143","13.7","","","19.1","9","","","22.7","","","","","122.5","4618.1","32.3","421.8","45","","","","","","","","","","","","4.1","2808.1","215.5","420.6","43.17","152","22.3","5.3","10.66","1.44","6.31","0.96","252","0.38","2.43","0.38","10.1","2.9","21.9","","","","","","","","1.7","","56.1","14.3","","","","","","","","","","","","","","","","","","","","","","","","","1079590",
"[18825]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT / GÖLCÜK","","39.3614","39.3614","28.0107","28.0107","SAE","","","s_G1-97 [18825]","TEPHRITIC-PHONOLITE [18825]","","","","CENOZOIC [18825]","","","","","VOL","","","","","WR [18825] ","51.84","0.87","","16.68","","","","5.56","6.81","2.4","0.12","","6.5","4.5","0.66","","","","","","","","","","","","","","","","2.2","","","","","","","","","","","","","","","9","","","","","","","","","","","","","8","","145","6.8","","","21.3","5","","","24.9","","","","","96.6","6740.8","37","857.6","94.6","","","","","","","","","","","","4.7","4209.2","330.5","610.6","61.47","203.1","29","7.43","14.03","1.89","8.08","1.14","2.97","0.42","2.79","0.37","19.9","5.2","50.1","","","","","","","","3.2","","70.7","10.6","","","","","","","","","","","","","","","","","","","","","","","","","1079591",
